quay_code,monomodal_stop_id,stop_id_idfm,monomodal_code,stop_name,parent_station,stop_lat,stop_lon,zone_id,location_type,station_code
41392,monomodalStopPlace:47119,IDFM:41392,47119,Bagneaux-sur-Loing,IDFM:61145,48.22938980618883,2.7040329448732985,5,0,
470977,monomodalStopPlace:47119,IDFM:470977,47119,Bagneaux-sur-Loing,IDFM:61145,48.22938980618883,2.7040329448732985,5,0,
47119,monomodalStopPlace:47119,IDFM:47119,47119,Bagneaux-sur-Loing,IDFM:61145,48.22938980618883,2.7040329448732985,5,0,
470903,monomodalStopPlace:47124,IDFM:470903,47124,Bourron-Marlotte - Grez,IDFM:61318,48.332451033464054,2.6918764214147592,5,0,
472636,monomodalStopPlace:47124,IDFM:472636,47124,Bourron-Marlotte - Grez,IDFM:61318,48.332451033464054,2.6918764214147592,5,0,
47124,monomodalStopPlace:47124,IDFM:47124,47124,Bourron-Marlotte - Grez,IDFM:61318,48.332451033464054,2.6918764214147592,5,0,
41390,monomodalStopPlace:47124,IDFM:41390,47124,Bourron-Marlotte - Grez,IDFM:61318,48.332451033464054,2.6918764214147592,5,0,
47125,monomodalStopPlace:47125,IDFM:47125,47125,Montigny-sur-Loing,IDFM:61327,48.33649861774928,2.738336123575285,5,0,
471189,monomodalStopPlace:47125,IDFM:471189,47125,Montigny-sur-Loing,IDFM:61327,48.33649861774928,2.738336123575285,5,0,
472167,monomodalStopPlace:47125,IDFM:472167,47125,Montigny-sur-Loing,IDFM:61327,48.33649861774928,2.738336123575285,5,0,
41389,monomodalStopPlace:47125,IDFM:41389,47125,Montigny-sur-Loing,IDFM:61327,48.33649861774928,2.738336123575285,5,0,
41381,monomodalStopPlace:47136,IDFM:41381,47136,Vulaines-sur-Seine - Samoreau,IDFM:61630,48.430461048527036,2.752898337073854,5,0,
41380,monomodalStopPlace:47145,IDFM:41380,47145,Héricy,IDFM:61658,48.44272124429534,2.7607507689116346,5,0,
47145,monomodalStopPlace:47145,IDFM:47145,47145,Héricy,IDFM:61658,48.44272124429534,2.7607507689116346,5,0,
471380,monomodalStopPlace:47145,IDFM:471380,47145,Héricy,IDFM:61658,48.44272124429534,2.7607507689116346,5,0,
471779,monomodalStopPlace:47145,IDFM:471779,47145,Héricy,IDFM:61658,48.44272124429534,2.7607507689116346,5,0,
41037,monomodalStopPlace:47158,IDFM:41037,47158,Nangis,IDFM:62168,48.5617195064875,3.0121779578254295,5,0,
47171,monomodalStopPlace:47171,IDFM:47171,47171,Sainte-Colombe Septveilles,IDFM:61961,48.52915312687445,3.2553403241826864,5,0,
41042,monomodalStopPlace:47171,IDFM:41042,47171,Sainte-Colombe Septveilles,IDFM:61961,48.52915312687445,3.2553403241826864,5,0,
472837,monomodalStopPlace:47171,IDFM:472837,47171,Sainte-Colombe Septveilles,IDFM:61961,48.52915312687445,3.2553403241826864,5,0,
471938,monomodalStopPlace:47174,IDFM:471938,47174,Champbenoist Poigny,IDFM:62064,48.54520762505785,3.2866300417033125,5,0,
